template_id,signal_ts,side,entry_price,stop_price,take_profit_price,dbg_breakout_level,dbg_mother_high,dbg_mother_low,dbg_mother_range,dbg_trigger_ts,dbg_inside_ts,dbg_mother_ts,dbg_valid_from_ts_utc,dbg_valid_to_ts_utc,exit_ts,exit_reason
ib_tpl_15690,2025-11-26 15:30:00+00:00,BUY,123.8997,123.4997,124.6997,123.8997,123.8997,122.47,1.4296999999999969,2025-11-26 15:30:00+00:00,2025-11-26 15:20:00+00:00,2025-11-26 15:15:00+00:00,2025-11-26 15:35:00+00:00,2025-11-26 16:00:00+00:00,2025-11-26 16:00:00+00:00,session_end
ib_tpl_15768,2025-11-28 15:30:00+00:00,BUY,129.48,129.07999999999998,130.28,129.48,129.48,127.3,2.1799999999999926,2025-11-28 15:30:00+00:00,2025-11-28 14:35:00+00:00,2025-11-28 14:30:00+00:00,2025-11-28 15:35:00+00:00,2025-11-28 16:00:00+00:00,2025-11-28 16:00:00+00:00,session_end
ib_tpl_15816,2025-11-28 19:30:00+00:00,SELL,128.51,128.7,128.13,128.51,128.7,128.51,0.1899999999999977,2025-11-28 19:30:00+00:00,2025-11-28 19:05:00+00:00,2025-11-28 19:00:00+00:00,2025-11-28 19:35:00+00:00,2025-11-28 20:00:00+00:00,2025-11-28 20:00:00+00:00,session_end
ib_tpl_15838,2025-12-01 14:50:00+00:00,BUY,124.585,124.185,125.385,124.585,124.585,122.07,2.515000000000001,2025-12-01 14:50:00+00:00,2025-12-01 14:35:00+00:00,2025-12-01 14:30:00+00:00,2025-12-01 14:55:00+00:00,2025-12-01 16:00:00+00:00,2025-12-01 16:00:00+00:00,session_end
ib_tpl_15898,2025-12-01 19:50:00+00:00,BUY,123.6,123.2,124.4,123.6,123.6,122.97,0.6299999999999955,2025-12-01 19:50:00+00:00,2025-12-01 19:15:00+00:00,2025-12-01 19:10:00+00:00,2025-12-01 19:55:00+00:00,2025-12-01 20:00:00+00:00,2025-12-01 20:00:00+00:00,session_end
ib_tpl_15970,2025-12-02 19:20:00+00:00,SELL,127.6301,128.0285,126.83329999999998,127.6301,128.0285,127.6301,0.3984000000000094,2025-12-02 19:20:00+00:00,2025-12-02 19:15:00+00:00,2025-12-02 19:10:00+00:00,2025-12-02 19:25:00+00:00,2025-12-02 20:00:00+00:00,2025-12-02 20:00:00+00:00,session_end
ib_tpl_15993,2025-12-03 14:45:00+00:00,BUY,126.4168,126.0168,127.2168,126.4168,126.4168,124.4,2.0167999999999893,2025-12-03 14:45:00+00:00,2025-12-03 14:35:00+00:00,2025-12-03 14:30:00+00:00,2025-12-03 14:50:00+00:00,2025-12-03 16:00:00+00:00,2025-12-03 16:00:00+00:00,session_end
ib_tpl_16051,2025-12-03 19:35:00+00:00,BUY,132.94,132.5601,133.69979999999998,132.94,132.94,132.5601,0.3798999999999921,2025-12-03 19:35:00+00:00,2025-12-03 19:20:00+00:00,2025-12-03 19:15:00+00:00,2025-12-03 19:40:00+00:00,2025-12-03 20:00:00+00:00,2025-12-03 20:00:00+00:00,session_end
ib_tpl_16085,2025-12-04 15:55:00+00:00,BUY,134.61,134.21,135.41000000000005,134.61,134.61,133.9,0.710000000000008,2025-12-04 15:55:00+00:00,2025-12-04 15:50:00+00:00,2025-12-04 15:45:00+00:00,,,2025-12-04 16:00:00+00:00,session_end
ib_tpl_16163,2025-12-05 15:55:00+00:00,SELL,132.75,133.15,131.95,132.75,133.54,132.75,0.789999999999992,2025-12-05 15:55:00+00:00,2025-12-05 15:20:00+00:00,2025-12-05 15:15:00+00:00,,,2025-12-05 16:00:00+00:00,session_end
ib_tpl_16207,2025-12-05 19:35:00+00:00,BUY,131.8,131.4,132.60000000000002,131.8,131.8,131.4,0.4000000000000057,2025-12-05 19:35:00+00:00,2025-12-05 19:25:00+00:00,2025-12-05 19:20:00+00:00,2025-12-05 19:40:00+00:00,2025-12-05 20:00:00+00:00,2025-12-05 20:00:00+00:00,session_end
ib_tpl_16233,2025-12-08 15:15:00+00:00,BUY,133.25,132.85,134.05,133.25,133.25,132.0017,1.2483000000000004,2025-12-08 15:15:00+00:00,2025-12-08 15:00:00+00:00,2025-12-08 14:55:00+00:00,2025-12-08 15:20:00+00:00,2025-12-08 16:00:00+00:00,2025-12-08 16:00:00+00:00,session_end
ib_tpl_16288,2025-12-08 19:50:00+00:00,BUY,136.15,135.81,136.83,136.15,136.15,135.81,0.3400000000000034,2025-12-08 19:50:00+00:00,2025-12-08 19:40:00+00:00,2025-12-08 19:35:00+00:00,2025-12-08 19:55:00+00:00,2025-12-08 20:00:00+00:00,2025-12-08 20:00:00+00:00,session_end
ib_tpl_16318,2025-12-09 15:50:00+00:00,BUY,137.9684,137.5684,138.7684,137.9684,137.9684,136.55,1.4183999999999912,2025-12-09 15:50:00+00:00,2025-12-09 15:05:00+00:00,2025-12-09 15:00:00+00:00,2025-12-09 15:55:00+00:00,2025-12-09 16:00:00+00:00,2025-12-09 16:00:00+00:00,session_end
ib_tpl_16363,2025-12-09 19:35:00+00:00,BUY,137.95,137.54999999999998,138.75,137.95,137.95,137.2,0.75,2025-12-09 19:35:00+00:00,2025-12-09 19:10:00+00:00,2025-12-09 19:05:00+00:00,2025-12-09 19:40:00+00:00,2025-12-09 20:00:00+00:00,2025-12-09 20:00:00+00:00,session_end
ib_tpl_16389,2025-12-10 15:15:00+00:00,SELL,135.46,135.86,134.66,135.46,136.69,135.46,1.2299999999999898,2025-12-10 15:15:00+00:00,2025-12-10 15:10:00+00:00,2025-12-10 15:05:00+00:00,2025-12-10 15:20:00+00:00,2025-12-10 16:00:00+00:00,2025-12-10 16:00:00+00:00,session_end
ib_tpl_16442,2025-12-10 19:40:00+00:00,SELL,135.6668,136.0668,134.86679999999998,135.6668,137.3448,135.6668,1.6779999999999973,2025-12-10 19:40:00+00:00,2025-12-10 19:10:00+00:00,2025-12-10 19:05:00+00:00,2025-12-10 19:45:00+00:00,2025-12-10 20:00:00+00:00,2025-12-10 20:00:00+00:00,session_end
ib_tpl_16461,2025-12-11 14:45:00+00:00,SELL,128.13,128.53,127.33,128.13,131.775,128.13,3.64500000000001,2025-12-11 14:45:00+00:00,2025-12-11 14:35:00+00:00,2025-12-11 14:30:00+00:00,2025-12-11 14:50:00+00:00,2025-12-11 16:00:00+00:00,2025-12-11 16:00:00+00:00,session_end
ib_tpl_16522,2025-12-11 19:50:00+00:00,SELL,123.81,124.21,123.01,123.81,124.361,123.81,0.5510000000000019,2025-12-11 19:50:00+00:00,2025-12-11 19:45:00+00:00,2025-12-11 19:40:00+00:00,2025-12-11 19:55:00+00:00,2025-12-11 20:00:00+00:00,2025-12-11 20:00:00+00:00,session_end
ib_tpl_16542,2025-12-12 15:00:00+00:00,SELL,123.6286,124.0286,122.8286,123.6286,125.13,123.6286,1.5013999999999896,2025-12-12 15:00:00+00:00,2025-12-12 14:55:00+00:00,2025-12-12 14:50:00+00:00,2025-12-12 15:05:00+00:00,2025-12-12 16:00:00+00:00,2025-12-12 16:00:00+00:00,session_end
ib_tpl_16626,2025-12-15 15:30:00+00:00,BUY,117.29,116.89,118.09,117.29,117.29,115.6,1.690000000000012,2025-12-15 15:30:00+00:00,2025-12-15 15:10:00+00:00,2025-12-15 15:05:00+00:00,2025-12-15 15:35:00+00:00,2025-12-15 16:00:00+00:00,2025-12-15 16:00:00+00:00,session_end
ib_tpl_16696,2025-12-16 14:50:00+00:00,BUY,119.0,118.6,119.8,119.0,119.0,117.1,1.9000000000000057,2025-12-16 14:50:00+00:00,2025-12-16 14:40:00+00:00,2025-12-16 14:35:00+00:00,2025-12-16 14:55:00+00:00,2025-12-16 16:00:00+00:00,2025-12-16 16:00:00+00:00,session_end
ib_tpl_16756,2025-12-16 19:50:00+00:00,BUY,118.16,117.76,118.96,118.16,118.16,117.64,0.519999999999996,2025-12-16 19:50:00+00:00,2025-12-16 19:45:00+00:00,2025-12-16 19:40:00+00:00,2025-12-16 19:55:00+00:00,2025-12-16 20:00:00+00:00,2025-12-16 20:00:00+00:00,session_end
ib_tpl_16781,2025-12-17 15:25:00+00:00,BUY,124.25,123.85,125.05,124.25,124.25,123.07,1.1800000000000068,2025-12-17 15:25:00+00:00,2025-12-17 15:20:00+00:00,2025-12-17 15:15:00+00:00,2025-12-17 15:30:00+00:00,2025-12-17 16:00:00+00:00,2025-12-17 16:00:00+00:00,session_end
ib_tpl_16827,2025-12-17 19:15:00+00:00,SELL,117.43,117.83,116.63,117.43,118.27,117.43,0.8399999999999892,2025-12-17 19:15:00+00:00,2025-12-17 19:05:00+00:00,2025-12-17 19:00:00+00:00,2025-12-17 19:20:00+00:00,2025-12-17 20:00:00+00:00,2025-12-17 20:00:00+00:00,session_end
ib_tpl_16851,2025-12-18 14:45:00+00:00,SELL,121.68,122.08,120.88,121.68,124.25,121.68,2.569999999999993,2025-12-18 14:45:00+00:00,2025-12-18 14:35:00+00:00,2025-12-18 14:30:00+00:00,2025-12-18 14:50:00+00:00,2025-12-18 16:00:00+00:00,2025-12-18 16:00:00+00:00,session_end
ib_tpl_16910,2025-12-18 19:40:00+00:00,SELL,118.23,118.63,117.43,118.23,118.69,118.23,0.4599999999999937,2025-12-18 19:40:00+00:00,2025-12-18 19:20:00+00:00,2025-12-18 19:15:00+00:00,2025-12-18 19:45:00+00:00,2025-12-18 20:00:00+00:00,2025-12-18 20:00:00+00:00,session_end
ib_tpl_16938,2025-12-19 15:30:00+00:00,BUY,120.84,120.44,121.64,120.84,120.84,120.08,0.7600000000000051,2025-12-19 15:30:00+00:00,2025-12-19 15:25:00+00:00,2025-12-19 15:20:00+00:00,2025-12-19 15:35:00+00:00,2025-12-19 16:00:00+00:00,2025-12-19 16:00:00+00:00,session_end
ib_tpl_17015,2025-12-22 15:25:00+00:00,SELL,122.35,122.75,121.55,122.35,123.3399,122.35,0.9899000000000058,2025-12-22 15:25:00+00:00,2025-12-22 15:05:00+00:00,2025-12-22 15:00:00+00:00,2025-12-22 15:30:00+00:00,2025-12-22 16:00:00+00:00,2025-12-22 16:00:00+00:00,session_end
ib_tpl_17061,2025-12-22 19:15:00+00:00,BUY,122.12,121.72,122.92,122.12,122.12,121.63,0.4900000000000091,2025-12-22 19:15:00+00:00,2025-12-22 19:05:00+00:00,2025-12-22 19:00:00+00:00,2025-12-22 19:20:00+00:00,2025-12-22 20:00:00+00:00,2025-12-22 20:00:00+00:00,session_end
ib_tpl_17166,2025-12-24 15:00:00+00:00,BUY,120.15,119.75,120.95,120.15,120.15,118.6,1.5500000000000114,2025-12-24 15:00:00+00:00,2025-12-24 14:40:00+00:00,2025-12-24 14:35:00+00:00,2025-12-24 15:05:00+00:00,2025-12-24 16:00:00+00:00,2025-12-24 16:00:00+00:00,session_end
ib_tpl_17218,2025-12-24 19:20:00+00:00,BUY,120.35,120.3,120.45,120.35,120.35,120.3,0.0499999999999971,2025-12-24 19:20:00+00:00,2025-12-24 19:10:00+00:00,2025-12-24 19:05:00+00:00,2025-12-24 19:25:00+00:00,2025-12-24 20:00:00+00:00,2025-12-24 20:00:00+00:00,session_end
ib_tpl_17241,2025-12-26 14:45:00+00:00,SELL,119.6101,120.0101,118.8101,119.6101,121.03,119.6101,1.4198999999999984,2025-12-26 14:45:00+00:00,2025-12-26 14:35:00+00:00,2025-12-26 14:30:00+00:00,2025-12-26 14:50:00+00:00,2025-12-26 16:00:00+00:00,2025-12-26 16:00:00+00:00,session_end
ib_tpl_17302,2025-12-26 19:50:00+00:00,SELL,119.51,119.73,119.07,119.51,119.73,119.51,0.2199999999999988,2025-12-26 19:50:00+00:00,2025-12-26 19:40:00+00:00,2025-12-26 19:35:00+00:00,2025-12-26 19:55:00+00:00,2025-12-26 20:00:00+00:00,2025-12-26 20:00:00+00:00,session_end
ib_tpl_17322,2025-12-29 15:00:00+00:00,SELL,116.9,117.3,116.1,116.9,117.8624,116.9,0.9623999999999882,2025-12-29 15:00:00+00:00,2025-12-29 14:55:00+00:00,2025-12-29 14:50:00+00:00,2025-12-29 15:05:00+00:00,2025-12-29 16:00:00+00:00,2025-12-29 16:00:00+00:00,session_end
ib_tpl_17380,2025-12-29 19:50:00+00:00,BUY,116.96,116.71,117.46,116.96,116.96,116.71,0.25,2025-12-29 19:50:00+00:00,2025-12-29 19:35:00+00:00,2025-12-29 19:30:00+00:00,2025-12-29 19:55:00+00:00,2025-12-29 20:00:00+00:00,2025-12-29 20:00:00+00:00,session_end
ib_tpl_17402,2025-12-30 15:10:00+00:00,SELL,116.286,116.686,115.486,116.286,117.5,116.286,1.2139999999999986,2025-12-30 15:10:00+00:00,2025-12-30 14:40:00+00:00,2025-12-30 14:35:00+00:00,2025-12-30 15:15:00+00:00,2025-12-30 16:00:00+00:00,2025-12-30 16:00:00+00:00,session_end
ib_tpl_17457,2025-12-30 19:45:00+00:00,SELL,116.44,116.8,115.72,116.44,116.8,116.44,0.3599999999999994,2025-12-30 19:45:00+00:00,2025-12-30 19:15:00+00:00,2025-12-30 19:10:00+00:00,2025-12-30 19:50:00+00:00,2025-12-30 20:00:00+00:00,2025-12-30 20:00:00+00:00,session_end
ib_tpl_17474,2025-12-31 14:40:00+00:00,SELL,114.6,115.0,113.8,114.6,115.65,114.6,1.0500000000000114,2025-12-31 14:40:00+00:00,2025-12-31 14:35:00+00:00,2025-12-31 14:30:00+00:00,2025-12-31 14:45:00+00:00,2025-12-31 16:00:00+00:00,2025-12-31 16:00:00+00:00,session_end
ib_tpl_17529,2025-12-31 19:15:00+00:00,SELL,113.8554,114.11,113.3462,113.8554,114.11,113.8554,0.2545999999999964,2025-12-31 19:15:00+00:00,2025-12-31 19:05:00+00:00,2025-12-31 19:00:00+00:00,2025-12-31 19:20:00+00:00,2025-12-31 20:00:00+00:00,2025-12-31 20:00:00+00:00,session_end
ib_tpl_17614,2026-01-02 19:50:00+00:00,SELL,115.1893,115.48,114.6079,115.1893,115.48,115.1893,0.290700000000001,2026-01-02 19:50:00+00:00,2026-01-02 19:25:00+00:00,2026-01-02 19:20:00+00:00,2026-01-02 19:55:00+00:00,2026-01-02 20:00:00+00:00,2026-01-02 20:00:00+00:00,session_end
ib_tpl_17641,2026-01-05 15:35:00+00:00,BUY,120.23,119.83,121.03,120.23,120.23,118.92,1.3100000000000025,2026-01-05 15:35:00+00:00,2026-01-05 15:10:00+00:00,2026-01-05 15:05:00+00:00,2026-01-05 15:40:00+00:00,2026-01-05 16:00:00+00:00,2026-01-05 16:00:00+00:00,session_end
ib_tpl_17689,2026-01-05 19:35:00+00:00,SELL,122.61,122.93,121.96999999999998,122.61,122.93,122.61,0.3200000000000074,2026-01-05 19:35:00+00:00,2026-01-05 19:25:00+00:00,2026-01-05 19:20:00+00:00,2026-01-05 19:40:00+00:00,2026-01-05 20:00:00+00:00,2026-01-05 20:00:00+00:00,session_end
ib_tpl_17766,2026-01-06 19:30:00+00:00,BUY,120.57,120.17,121.37,120.57,120.57,119.98,0.5899999999999892,2026-01-06 19:30:00+00:00,2026-01-06 19:25:00+00:00,2026-01-06 19:20:00+00:00,2026-01-06 19:35:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 20:00:00+00:00,session_end
ib_tpl_17864,2026-01-08 14:40:00+00:00,SELL,115.22,115.62,114.42,115.22,116.7,115.22,1.480000000000004,2026-01-08 14:40:00+00:00,2026-01-08 14:35:00+00:00,2026-01-08 14:30:00+00:00,2026-01-08 14:45:00+00:00,2026-01-08 16:00:00+00:00,2026-01-08 16:00:00+00:00,session_end
ib_tpl_18024,2026-01-12 15:00:00+00:00,BUY,116.99,116.59,117.79,116.99,116.99,115.7089,1.281099999999995,2026-01-12 15:00:00+00:00,2026-01-12 14:50:00+00:00,2026-01-12 14:45:00+00:00,2026-01-12 15:05:00+00:00,2026-01-12 16:00:00+00:00,2026-01-12 16:00:00+00:00,session_end
ib_tpl_18078,2026-01-12 19:30:00+00:00,BUY,117.8,117.4396,118.5208,117.8,117.8,117.4396,0.3603999999999985,2026-01-12 19:30:00+00:00,2026-01-12 19:20:00+00:00,2026-01-12 19:15:00+00:00,2026-01-12 19:35:00+00:00,2026-01-12 20:00:00+00:00,2026-01-12 20:00:00+00:00,session_end
ib_tpl_18099,2026-01-13 14:45:00+00:00,SELL,117.42,117.82,116.62,117.42,118.96,117.42,1.539999999999992,2026-01-13 14:45:00+00:00,2026-01-13 14:40:00+00:00,2026-01-13 14:35:00+00:00,2026-01-13 14:50:00+00:00,2026-01-13 16:00:00+00:00,2026-01-13 16:00:00+00:00,session_end
ib_tpl_18160,2026-01-13 19:50:00+00:00,BUY,119.14,118.74,119.94,119.14,119.14,118.62,0.519999999999996,2026-01-13 19:50:00+00:00,2026-01-13 19:40:00+00:00,2026-01-13 19:35:00+00:00,2026-01-13 19:55:00+00:00,2026-01-13 20:00:00+00:00,2026-01-13 20:00:00+00:00,session_end
ib_tpl_18182,2026-01-14 15:10:00+00:00,BUY,119.0,118.6,119.8,119.0,119.0,116.61,2.390000000000001,2026-01-14 15:10:00+00:00,2026-01-14 14:45:00+00:00,2026-01-14 14:40:00+00:00,2026-01-14 15:15:00+00:00,2026-01-14 16:00:00+00:00,2026-01-14 16:00:00+00:00,session_end
ib_tpl_18235,2026-01-14 19:35:00+00:00,BUY,118.28,117.88,119.08,118.28,118.28,117.78,0.5,2026-01-14 19:35:00+00:00,2026-01-14 19:25:00+00:00,2026-01-14 19:20:00+00:00,2026-01-14 19:40:00+00:00,2026-01-14 20:00:00+00:00,2026-01-14 20:00:00+00:00,session_end
ib_tpl_18257,2026-01-15 14:55:00+00:00,SELL,117.045,117.445,116.245,117.045,119.8799,117.045,2.8349000000000046,2026-01-15 14:55:00+00:00,2026-01-15 14:35:00+00:00,2026-01-15 14:30:00+00:00,2026-01-15 15:00:00+00:00,2026-01-15 16:00:00+00:00,2026-01-15 16:00:00+00:00,session_end
ib_tpl_18311,2026-01-15 19:25:00+00:00,SELL,114.0,114.4,113.2,114.0,114.71,114.0,0.7099999999999937,2026-01-15 19:25:00+00:00,2026-01-15 19:15:00+00:00,2026-01-15 19:10:00+00:00,2026-01-15 19:30:00+00:00,2026-01-15 20:00:00+00:00,2026-01-15 20:00:00+00:00,session_end
ib_tpl_18334,2026-01-16 14:50:00+00:00,SELL,108.57,108.97,107.77,108.57,111.25,108.57,2.680000000000007,2026-01-16 14:50:00+00:00,2026-01-16 14:35:00+00:00,2026-01-16 14:30:00+00:00,2026-01-16 14:55:00+00:00,2026-01-16 16:00:00+00:00,2026-01-16 16:00:00+00:00,session_end
ib_tpl_18393,2026-01-16 19:45:00+00:00,SELL,109.13,109.49,108.41,109.13,109.49,109.13,0.3599999999999994,2026-01-16 19:45:00+00:00,2026-01-16 19:25:00+00:00,2026-01-16 19:20:00+00:00,2026-01-16 19:50:00+00:00,2026-01-16 20:00:00+00:00,2026-01-16 20:00:00+00:00,session_end
ib_tpl_18419,2026-01-20 15:25:00+00:00,BUY,106.78,106.38,107.58,106.78,106.78,105.42,1.3599999999999994,2026-01-20 15:25:00+00:00,2026-01-20 15:05:00+00:00,2026-01-20 15:00:00+00:00,2026-01-20 15:30:00+00:00,2026-01-20 16:00:00+00:00,2026-01-20 16:00:00+00:00,session_end
ib_tpl_18468,2026-01-20 19:30:00+00:00,SELL,105.3901,105.7901,104.5901,105.3901,105.88,105.3901,0.4898999999999915,2026-01-20 19:30:00+00:00,2026-01-20 19:25:00+00:00,2026-01-20 19:20:00+00:00,2026-01-20 19:35:00+00:00,2026-01-20 20:00:00+00:00,2026-01-20 20:00:00+00:00,session_end
ib_tpl_18498,2026-01-21 15:30:00+00:00,BUY,107.94,107.54,108.74,107.94,107.94,106.3,1.6400000000000006,2026-01-21 15:30:00+00:00,2026-01-21 14:40:00+00:00,2026-01-21 14:35:00+00:00,2026-01-21 15:35:00+00:00,2026-01-21 16:00:00+00:00,2026-01-21 16:00:00+00:00,session_end
ib_tpl_18574,2026-01-22 15:20:00+00:00,SELL,105.33,105.73,104.53,105.33,106.52,105.33,1.1899999999999975,2026-01-22 15:20:00+00:00,2026-01-22 14:55:00+00:00,2026-01-22 14:50:00+00:00,2026-01-22 15:25:00+00:00,2026-01-22 16:00:00+00:00,2026-01-22 16:00:00+00:00,session_end
ib_tpl_18621,2026-01-22 19:15:00+00:00,SELL,106.48,106.81,105.82,106.48,106.81,106.48,0.3299999999999983,2026-01-22 19:15:00+00:00,2026-01-22 19:10:00+00:00,2026-01-22 19:05:00+00:00,2026-01-22 19:20:00+00:00,2026-01-22 20:00:00+00:00,2026-01-22 20:00:00+00:00,session_end
ib_tpl_18651,2026-01-23 15:15:00+00:00,SELL,107.35,107.75,106.55,107.35,107.9,107.35,0.5500000000000114,2026-01-23 15:15:00+00:00,2026-01-23 15:10:00+00:00,2026-01-23 15:05:00+00:00,2026-01-23 15:20:00+00:00,2026-01-23 16:00:00+00:00,2026-01-23 16:00:00+00:00,session_end
ib_tpl_18701,2026-01-23 19:25:00+00:00,SELL,108.67,109.04,107.93,108.67,109.04,108.67,0.3700000000000045,2026-01-23 19:25:00+00:00,2026-01-23 19:05:00+00:00,2026-01-23 19:00:00+00:00,2026-01-23 19:30:00+00:00,2026-01-23 20:00:00+00:00,2026-01-23 20:00:00+00:00,session_end
